title,type,release_year,age,is_recent,duration_num,is_tv,is_us,year_added,country_primary,genre_primary,rating,listed_in,cast,has_known_actor,imdb_rating,imdb_votes,trending
Gigantosaurus,TV Show,2019,7,1,1.0,1,0,2020,France,kids' tv,TV-Y,kids' tv,,0,6.7,261.0,0
Father Soldier Son,Movie,2020,6,1,100.0,0,1,2020,United States,documentaries,R,documentaries,,0,7.3,1059.0,0
The Millions,Movie,2019,7,1,95.0,0,0,2020,Nigeria,comedies,TV-MA,"comedies, international movies","Ramsey Nouah, Blossom Chukwujekwu, Ayo Makun, Nancy Isime, Ali Nuhu, Folusho Durojaiye, Toyin Abraham, Chika Lann, Broda Shaggi, Etinosa Idemudia",1,5.5,64.0,0
Fatal Affair,Movie,2020,6,1,90.0,0,1,2020,United States,thrillers,TV-14,thrillers,"Nia Long, Omar Epps, Stephen Bishop, Maya Stojan, Aubrey Cleland, Carolyn Hennesy",1,4.6,7102.0,0
Cold Feet,Movie,2019,7,1,98.0,0,0,2020,Nigeria,dramas,TV-14,"dramas, international movies, romantic movies","Jim Iyke, Joselyn Dumas, Enyinna Nwigwe, Beverly Naya, Femi Adebayo, Segun Arinze, Padita Agu",1,4.2,136.0,0
Dark Desire,TV Show,2020,6,1,1.0,1,0,2020,Mexico,crime tv shows,TV-MA,"crime tv shows, international tv shows, spanish-language tv shows","Maite Perroni, Erik Hayser, Alejandro Speitzer, María Fernanda Yepes, Jorge Poza, Regina Pavón, Paulina Matos, Leticia Huijara, Claudia Pineda, Esteban Soberanes, Claudia Ríos, Samantha Orozco, Fabián Merlo, Eligio Meléndez, Carmen Beato, Carlos Torres, Toño Valdés",1,6.5,10102.0,1
Down to Earth with Zac Efron,TV Show,2020,6,1,1.0,1,1,2020,United States,docuseries,TV-PG,"docuseries, reality tv, science & nature tv","Zac Efron, Darin Olien",1,8.0,8280.0,0
Drishyam,Movie,2015,11,1,162.0,0,0,2020,India,dramas,TV-14,"dramas, international movies, thrillers","Ajay Devgn, Shriya Saran, Tabu, Rajat Kapoor, Ishita Dutta, Mrunal Jadhav, Prasanna Ketkar, Yogesh Sonam, Prathamesh Parab, Rishabh Chaddha",1,8.2,107492.0,1
Gabbar Is Back,Movie,2015,11,1,128.0,0,0,2020,India,action & adventure,TV-14,"action & adventure, dramas, international movies","Akshay Kumar, Shruti Haasan, Sunil Grover, Kareena Kapoor, Ishita Vyas, Suman Talwar, Jaideep Ahlawat, Shruti Bapna",1,7.0,27056.0,1
Hook,TV Show,2020,6,1,1.0,1,0,2020,Thailand,international tv shows,TV-MA,"international tv shows, romantic tv shows, tv comedies","Peemapol Panichtamrong, Phiravich Attachitsataporn, Thime Pichitsurakit, Jidapa Siribunchawan, Yanin Opassathaworn, Jaturong Kolimart, Pete Thongchua, Ratchanont Sukpragawp, Kanyaphak Pongsak, Kittikun Tansuhas, Tanawat Cheawaram, Toru Takizawa, Noraworn Puangumpai",0,6.1,33.0,0
Inkaar,Movie,2013,13,0,125.0,0,0,2020,India,dramas,TV-MA,"dramas, international movies, romantic movies","Arjun Rampal, Chitrangada Singh, Deepti Naval, Kanwaljeet Singh, Rehana Sultan, Vipin Sharma, Kaizaad Kotwal, Sujata Sehgal, Shivani Tanksale, Asheesh Kapur",1,6.1,2723.0,0
Madras Café,Movie,2013,13,0,128.0,0,0,2020,India,dramas,TV-14,"dramas, international movies, thrillers","John Abraham, Nargis Fakhri, Rashi Khanna, Avijit Dutt, Prakash Belawadi, Ajay Ratnam, Siddartha Basu, Agnello Dias, Dibang",1,7.6,26052.0,1
Mary Kom,Movie,2014,12,0,120.0,0,0,2020,India,dramas,TV-PG,"dramas, international movies, sports movies","Priyanka Chopra, Darshan Kumar, Sunil Thapa, Kenny Basumatary, Shishir Sharma, Robin Das, Rajni Basumatary, Lin Laishram, Shakti Singh",1,6.8,11577.0,1
Mumbai Delhi Mumbai,Movie,2014,12,0,107.0,0,0,2020,India,comedies,TV-MA,"comedies, international movies, romantic movies","Shiv Pandit, Piaa Bajpai",1,5.7,397.0,0
Players,Movie,2012,14,0,162.0,0,0,2020,India,action & adventure,TV-14,"action & adventure, international movies","Vinod Khanna, Abhishek Bachchan, Bobby Deol, Sonam Kapoor, Bipasha Basu, Neil Nitin Mukesh, Sikander Kher, Omi Vaidya, Johny Lever, Shweta Bhardwaj",1,4.3,5136.0,0
Special 26,Movie,2013,13,0,137.0,0,0,2020,India,dramas,TV-PG,"dramas, international movies, thrillers","Akshay Kumar, Manoj Bajpayee, Anupam Kher, Jimmy Shergill, Kajal Aggarwal, Divya Dutta, Kharaj Mukherjee, Rajesh Sharma, Kishore Kadam, Neeru Bajwa, Deep Raj Rana, Neetu Singh",1,8.0,62015.0,1
Warrior Nun,TV Show,2020,6,1,1.0,1,1,2020,United States,tv action & adventure,TV-MA,"tv action & adventure, tv mysteries, tv sci-fi & fantasy","Alba Baptista, Toya Turner, Lorena Andrea, Kristina Tonteri-Young, Tristán Ulloa",0,7.0,58258.0,1
Stardust,Movie,2007,19,0,128.0,0,0,2020,United Kingdom,action & adventure,PG-13,"action & adventure, international movies, romantic movies","Claire Danes, Michelle Pfeiffer, Robert De Niro, Charlie Cox, Sienna Miller, Ricky Gervais, Jason Flemyng, Rupert Everett, Peter O'Toole, Mark Strong, Kate Magowan, Ian McKellen",1,7.6,294796.0,1
Total Recall,Movie,1990,36,0,114.0,0,1,2020,United States,action & adventure,R,"action & adventure, sci-fi & fantasy","Arnold Schwarzenegger, Rachel Ticotin, Sharon Stone, Michael Ironside, Ronny Cox, Marshall Bell, Michael Champion, Mel Johnson Jr., Roy Brocksmith, Rosemary Dunsmore",1,7.5,378339.0,1
#FriendButMarried 2,Movie,2020,6,1,104.0,0,0,2020,Indonesia,dramas,TV-G,"dramas, international movies, romantic movies","Adipati Dolken, Mawar de Jongh, Sari Nila, Vonny Cornellya, Clay Gribble, Ivan Leonardy, Sarah Sechan, Jourdy Pranata",1,6.9,383.0,0
Dark,TV Show,2020,6,1,3.0,1,0,2020,Germany,crime tv shows,TV-MA,"crime tv shows, international tv shows, tv dramas","Louis Hofmann, Oliver Masucci, Jördis Triebel, Maja Schöne, Karoline Eichhorn, Sebastian Rudolph, Anatole Taubman, Mark Waschke, Stephan Kampwirth, Anne Ratte-Polle, Andreas Pietschmann, Lisa Vicari, Michael Mendl, Angela Winkler",1,8.5,67268.0,1
All For Love,TV Show,2020,6,1,1.0,1,0,2020,Colombia,international tv shows,TV-MA,"international tv shows, romantic tv shows, spanish-language tv shows","Ana María Estupiñán, Carlos Torres, Yuri Vargas, Jim Muñoz, Julio Sánchez Cóccaro, Alina Lozano, Valeria Gálviz, Juan Millán, Juan del Río, Mario Duarte",1,6.8,313.0,0
Twogether,TV Show,2020,6,1,1.0,1,0,2020,South Korea,international tv shows,TV-G,"international tv shows, korean tv shows, reality tv","Lee Seung-gi, Jasper Liu",1,8.4,588.0,0
Prem Ratan Dhan Payo,Movie,2015,11,1,164.0,0,0,2020,India,action & adventure,TV-14,"action & adventure, dramas, international movies","Salman Khan, Sonam Kapoor, Anupam Kher, Neil Nitin Mukesh, Sanjay Mishra, Swara Bhaskar, Deepak Dobriyal, Arman Kohli, Manoj Joshi, Samaira Rao, Karuna Pandey, Sucheta Khanna",1,4.4,24141.0,1
Eric Andre: Legalize Everything,Movie,2020,6,1,52.0,0,1,2020,United States,stand-up comedy,TV-MA,stand-up comedy,Eric André,1,6.2,2750.0,0
The Royal Hibiscus Hotel,Movie,2017,9,1,90.0,0,0,2020,Nigeria,comedies,TV-PG,"comedies, international movies, romantic movies","Zainab Balogun, Kenneth Okolie, Deyemi Okanlawon, Joke Silva, Olu Jacobs, Jide Kosoko, Rachel Oniga, Kemi Lala Akindoju, Ini Dima-Okojie, Toni Tones",1,5.3,316.0,0
Floor Is Lava,TV Show,2020,6,1,1.0,1,1,2020,United States,reality tv,TV-PG,reality tv,Rutledge Wood,1,5.4,3117.0,0
Alexandria ... Why?,Movie,1979,47,0,131.0,0,0,2020,Egypt,classic movies,TV-MA,"classic movies, dramas, international movies","Naglaa Fathi, Farid Shawqy, Mohsen Mohiedine, Ezzat El Alaili, Abdalla Mahmoud, Youssef Wahby, Yehia Chahine, Laila Fawzy, Mahmoud El Meleigy, Ahmed Zaki, Gerry Sundquist",1,7.3,2241.0,0
Lola Igna,Movie,2019,7,1,114.0,0,0,2020,Philippines,comedies,TV-14,"comedies, international movies","Angie Ferro, Yves Flores, Meryll Soriano, Maria Isabel Lopez, Royce Cabrera, Jojo Riguerra, Soliman Cruz, Armand Reyes",1,7.2,300.0,0
The Nut Job,Movie,2014,12,0,85.0,0,0,2020,Canada,children & family movies,PG,"children & family movies, comedies","Will Arnett, Brendan Fraser, Gabriel Iglesias, Jeff Dunham, Liam Neeson, Katherine Heigl, Stephen Lang, Maya Rudolph, Sarah Gadon, James Rankin",1,5.7,31317.0,1
Okko's Inn,Movie,2018,8,1,96.0,0,0,2020,Japan,anime features,PG,"anime features, children & family movies","Seiran Kobayashi, Nana Mizuki, Satsumi Matsuda, Rina Endo, Etsuko Kozakura, Yoko Asagami, Teiyu Ichiryusai, Masaki Terasoma, Hirohide Yakumaru, Anju Suzuki, Osamu Shitara, Mikako Komatsu, Horan Chiaki, Koichi Yamadera, Fumiko Orikasa",1,7.1,2544.0,0
Lenox Hill,TV Show,2020,6,1,1.0,1,1,2020,United States,docuseries,TV-MA,"docuseries, reality tv, science & nature tv",,0,8.6,3013.0,0
My Mister,TV Show,2018,8,1,1.0,1,0,2020,South Korea,crime tv shows,TV-MA,"crime tv shows, international tv shows, korean tv shows","Lee Sun-kyun, Lee Ji-eun (IU), Go Du-sim, Park Ho-san, Song Sae-byeok, Kim Young-min",1,9.0,11606.0,1
Sorry To Disturb,Movie,2008,18,0,116.0,0,0,2020,Egypt,dramas,TV-14,"dramas, international movies","Ahmed Helmy, Mahmoud Hemeida, Menna Shalaby, Dalal Abdelaziz, Mohamed Sharaf, Tarek El Tilmisany, Mohammed El Sadaany, Samy Maghawry, Ahmed Fouad Selim, Ahmed Ramah",1,8.1,7679.0,0
What's Up?,Movie,2006,20,0,95.0,0,0,2020,Saudi Arabia,comedies,TV-PG,"comedies, dramas, international movies","Hisham Abdulrahman, Turki Al-Yusuf, Mais Hamdan, Khaled Sami, Mishal Al-Mutairi, Hind Muhamed",0,3.0,329.0,0
Mirai,Movie,2018,8,1,98.0,0,0,2020,Japan,action & adventure,PG,"action & adventure, anime features, children & family movies","Moka Kamishiraishi, Haru Kuroki, Gen Hoshino, Kumiko Aso, Mitsuo Yoshihara, Yoshiko Miyazaki, Koji Yakusho, Masaharu Fukuyama",1,7.0,19634.0,1
Dorohedoro,TV Show,2020,6,1,1.0,1,0,2020,Japan,anime series,TV-MA,"anime series, international tv shows","Wataru Takagi, Reina Kondo, Kenyu Horiuchi, Yoshimasa Hosoya, Yu Kobayashi, Kengo Takanashi, Miyu Tomita, Toru Nara, Mitsuhiro Ichiki, Hisao Egawa, Soungdok, Mayu Udono, Anri Katsu, Shinichiro Miki, Hozumi Goda, Tetsu Inada, Takuma Terashima, Ryohei Kimura, Yuki Kaji",1,8.0,14145.0,1
Dynasty,TV Show,2019,7,1,3.0,1,1,2020,United States,tv dramas,TV-14,tv dramas,"Elizabeth Gillies, Nathalie Kelley, Grant Show, James Mackay, Rafael De La Fuente, Alan Dale, Sam Adegoke, Robert Christopher Riley",1,7.1,210.0,0
Anchor Baby,Movie,2010,16,0,97.0,0,0,2020,Canada,dramas,TV-MA,"dramas, international movies","Omoni Oboli, Sam Sarpong, Terri Oliver, Colin Paradine, Mark Cassius",1,6.5,103.0,0
Karkar,Movie,2007,19,0,107.0,0,0,2020,Egypt,comedies,TV-14,"comedies, international movies","Mohamed Saad, Hassan Hosny, Ragaa Al-Geddawy, Yasmin Abdulaziz, Alaa Morsy",1,3.4,619.0,0
Omar & Salma 2,Movie,2009,17,0,101.0,0,0,2020,Egypt,comedies,TV-14,"comedies, international movies","Tamer Hosny, Mai Ezz El-Din, Ezzat Abou Aouf, Marwa Abdel Monem, Hussien Elgohary, Mirhan, Maysara",1,4.8,1011.0,0
Sweet Magnolias,TV Show,2020,6,1,1.0,1,1,2020,United States,romantic tv shows,TV-14,"romantic tv shows, tv dramas","JoAnna Garcia Swisher, Brooke Elliott, Heather Headley, Chris Klein, Justin Bruening, Logan Allen, Anneliese Judge, Carson Rowland, Jamie Lynn Spears, Dion Johnstone",1,7.3,27427.0,1
Dilan 1991,Movie,2019,7,1,118.0,0,0,2020,Indonesia,dramas,TV-14,"dramas, international movies, romantic movies","Iqbaal Ramadhan, Vanesha Prescilla, Ira Wibowo, Bucek Depp, Happy Salma, Farhan, Maudy Koesnaedi, Jerome Kurnia",1,6.5,1525.0,0
Fan of Amoory,Movie,2018,8,1,109.0,0,0,2020,United Arab Emirates,children & family movies,TV-G,"children & family movies, dramas, international movies","AlMulla AbdulRahman, Mansour Al Felei, Abdullah Bin Heider, Alhamadi Hamad, Alzaabi Matar, AlBloushi Mayed, Althogali Saif, Alaa Shakir",1,5.0,57.0,0
The Delivery Boy,Movie,2018,8,1,67.0,0,0,2020,Nigeria,international movies,TV-14,"international movies, thrillers","Jamal Ibrahim, Jemima Osunde, Charles Etubiebi, Jude Chukwuka, Chris Iheuwa, Kehinde Fasuyi",1,6.2,107.0,0
Unbreakable Kimmy Schmidt: Kimmy vs. the Reverend,Movie,2020,6,1,190.0,0,1,2020,United States,comedies,TV-14,comedies,"Ellie Kemper, Jane Krakowski, Tituss Burgess, Carol Kane, Jon Hamm, Daniel Radcliffe, Lauren Adams, Sara Chase, Sol Miranda, Amy Sedaris, Mike Carlsen, Dylan Gelula, Chris Parnell, Heidi Gardner, Jack McBrayer, Zak Orth, Fred Armisen, Johnny Knoxville",1,6.9,6373.0,0
Trial By Media,TV Show,2020,6,1,1.0,1,1,2020,United States,crime tv shows,TV-MA,"crime tv shows, docuseries",,0,7.1,3691.0,0
John Henry,Movie,2020,6,1,92.0,0,1,2020,United States,dramas,R,"dramas, thrillers","Terry Crews, Ludacris, Jamila Velazquez, J.J. Soria, Ken Foree, Daffany Clark, Kimberly Hébert-Gregory, Tyler Alvarez",1,3.6,2570.0,0
18 Presents,Movie,2020,6,1,114.0,0,0,2020,Italy,dramas,TV-MA,"dramas, independent movies, international movies","Vittoria Puccini, Benedetta Porcaroli, Edoardo Leo, Sara Lazzaro, Marco Messeri, Betty Pedrazzi, Alessandro Giallocosta, Filippo Gili, Giacomo Rosselli",0,6.9,4353.0,0
The Eddy,TV Show,2020,6,1,1.0,1,0,2020,United Kingdom,international tv shows,TV-MA,"international tv shows, tv dramas","André Holland, Joanna Kulig, Amandla Stenberg, Leïla Bekhti, Tahar Rahim, Benjamin Biolay, Adil Dehbi, Melissa George, Lada Obradovic, Tchéky Karyo, Randy Kerber, Elyes Aguis, Damian Nueva Cortes",1,7.1,3330.0,0
Aerials,Movie,2016,10,1,90.0,0,0,2020,United Arab Emirates,international movies,TV-14,"international movies, sci-fi & fantasy","Saga Alyasery, Ana Druzhynina, Mansour Al Felei, Mohammad Abu Diak, Pascale Matar, Luke Coutts, Abeer Mohammed",1,1.5,429.0,0
Arctic Dogs,Movie,2019,7,1,93.0,0,0,2020,India,children & family movies,PG,"children & family movies, comedies","Jeremy Renner, Heidi Klum, James Franco, John Cleese, Omar Sy, Michael Madsen, Laurie Holden, Anjelica Huston, Alec Baldwin, Donny Falsetti",1,4.8,2348.0,0
I Am Divine,Movie,2013,13,0,90.0,0,1,2020,United States,documentaries,TV-MA,"documentaries, lgbtq movies",,0,7.5,3153.0,0
Monthly Girls' Nozaki Kun,TV Show,2014,12,0,1.0,1,0,2020,Japan,anime series,TV-PG,"anime series, romantic tv shows","Yuichi Nakamura, Ari Ozawa, Nobuhiko Okamoto, Yuki Ono, Ryohei Kimura, Mai Nakahara, Miyuki Sawashiro, Mamoru Miyano, Marie Miyake, Ayako Kawasumi, Kenta Miyake, Daisuke Ono",1,7.5,4654.0,0
Reckoning,TV Show,2019,7,1,1.0,1,0,2020,Australia,crime tv shows,TV-MA,"crime tv shows, tv dramas, tv mysteries","Aden Young, Sam Trammell, Simone Kessell, Laura Gordon, Gloria Garayua, Mitzi Ruhlmann, Milly Alcock, Ed Oxenbould, Finn Little, Anthony Phelan, Diana Glenn, Lauren Pegus",1,6.6,4999.0,0
The Heartbreak Kid,Movie,2007,19,0,116.0,0,1,2020,United States,comedies,R,"comedies, romantic movies","Ben Stiller, Michelle Monaghan, Jerry Stiller, Malin Akerman, Stephanie Courtney, Rob Corddry, Carlos Mencia, Ali Hillis, Danny McBride, Scott Wilson",1,5.9,99742.0,1
"Coronavirus, Explained",TV Show,2020,6,1,1.0,1,1,2020,United States,docuseries,TV-PG,"docuseries, science & nature tv",,0,7.5,2508.0,0
Bittersweet,Movie,2010,16,0,132.0,0,0,2020,Egypt,comedies,TV-MA,"comedies, dramas, international movies","Ahmed Helmy, Lotfy Labib, Edward, Enaam Salousa",1,8.0,8635.0,0
My Secret Romance,TV Show,2017,9,1,1.0,1,0,2020,South Korea,international tv shows,TV-14,"international tv shows, korean tv shows, romantic tv shows","Sung Hoon, Song Ji-eun, Kim Jae-young, Jeong Da-sol, Lee Kan-hee, Kim Jong-goo, Park Sin-un, Jeon So-min",1,7.1,4808.0,0
The International Player,Movie,2009,17,0,93.0,0,0,2020,Egypt,dramas,TV-14,"dramas, international movies, sports movies","Youssef El Sherif, Arwa Gouda, Salah Abdullah, Mohamed Lotfy, Dalal Abdel Aziz, Rahmah Hasan",1,6.3,606.0,0
Kolaiyuthir Kaalam,Movie,2019,7,1,107.0,0,0,2020,India,international movies,TV-14,"international movies, thrillers","Nayanthara, Bhoomika Chawla, Prem Kathir, Rohini Hattangadi, Pratap Pothen, Julian Freund",1,2.6,470.0,0
My Stupid Boss 2,Movie,2019,7,1,95.0,0,0,2020,Indonesia,comedies,TV-14,"comedies, international movies","Reza Rahadian, Bunga Citra Lestari, Chew Kin Wah, Atikah Suhaime, Iedil Putra, Iskandar Zulkarnain, Alex Abbad, Melissa Karim",1,6.5,566.0,0
Cooked with Cannabis,TV Show,2020,6,1,1.0,1,1,2020,United States,reality tv,TV-MA,reality tv,"Kelis, Leather Storrs",0,6.6,474.0,0
Varane Avashyamund,Movie,2020,6,1,144.0,0,0,2020,India,comedies,TV-14,"comedies, dramas, international movies","Shobana, Suresh Gopi, Dulquer Salmaan, Kalyani Priyadarshan, K.P.A.C. Lalitha, Sarvajith Santosh Sivan, Urvashi, Johny Antony, Lalu Alex, Lal Jose",1,6.9,3425.0,0
Babamın Ceketi,Movie,2018,8,1,101.0,0,0,2020,Turkey,comedies,TV-MA,"comedies, international movies","Müfit Can Saçıntı, Mert Turak, Ünal Yeter, Elif Nur Kerkük, Uğur Demirpehlivan, Ayşen Gruda, Erkan Can, Banu Manioğlu",1,5.0,953.0,0
Stunt School,Movie,2019,7,1,95.0,0,0,2020,Turkey,children & family movies,TV-G,"children & family movies, comedies, international movies","Aslı İnandık, Toygan Avanoğlu, Tuna Orhan, Caner Özyurtlu, Melis İşiten, Aslı Turanlı, Ahmet Olgun Sünear, Seda Türkmen, Ayten Uncuoğlu",0,4.4,1240.0,0
The Innocence Files,TV Show,2020,6,1,1.0,1,1,2020,United States,crime tv shows,TV-MA,"crime tv shows, docuseries",,0,7.9,3317.0,0
Code 8,Movie,2019,7,1,98.0,0,0,2020,Canada,action & adventure,TV-MA,"action & adventure, independent movies, international movies","Robbie Amell, Stephen Amell, Sung Kang, Kari Matchett, Greg Bryk, Aaron Abrams, Kyla Kane",1,6.1,57258.0,1
Tigertail,Movie,2020,6,1,91.0,0,1,2020,United States,dramas,PG,dramas,"Tzi Ma, Christine Ko, Hong-Chi Lee, Hayden Szeto, Kunjue Li, Fiona Fu, James Saito, Joan Chen",1,6.6,3934.0,0
The Last Airbender,Movie,2010,16,0,104.0,0,1,2020,United States,action & adventure,PG,"action & adventure, children & family movies, sci-fi & fantasy","Noah Ringer, Dev Patel, Nicola Peltz, Jackson Rathbone, Shaun Toub, Aasif Mandvi, Cliff Curtis, Seychelle Gabriel, Jessica Andres, Keong Sim, Summer Bishil, Francis Guinan, Katharine Houghton, Damon Gupton",1,3.9,180350.0,1
Dark Light,Movie,2019,7,1,90.0,0,1,2020,United States,horror movies,TV-MA,"horror movies, independent movies, sci-fi & fantasy","Jessica Madsen, Opal Littleton, Ed Brody, Kristina Clifford, Ben Sullivan, Gerald Tyler, Weston Meredith",0,4.5,3154.0,0
The Killing of a Sacred Deer,Movie,2017,9,1,121.0,0,0,2020,Ireland,dramas,R,"dramas, independent movies, thrillers","Colin Farrell, Nicole Kidman, Barry Keoghan, Alicia Silverstone, Raffey Cassidy, Sunny Suljic, Bill Camp, Drew Logan, Barry G. Bernson, Denise Dal Vera, Herb Caillouet",1,7.0,212973.0,1
Dostana,Movie,2008,18,0,142.0,0,0,2020,India,comedies,TV-14,"comedies, dramas, international movies","Abhishek Bachchan, John Abraham, Priyanka Chopra, Bobby Deol, Kiron Kher, Sushmita Mukherjee, Shrey Bawa, Boman Irani",1,6.4,16982.0,1
Kaal,Movie,2005,21,0,126.0,0,0,2020,India,horror movies,TV-14,"horror movies, international movies, thrillers","Ajay Devgn, Vivek Oberoi, John Abraham, Lara Dutta, Esha Deol, Vishal Malhotra, Kushal Punjabi, Vineet Sharma",1,4.7,6140.0,0
Kabhi Khushi Kabhie Gham,Movie,2001,25,0,209.0,0,0,2020,India,dramas,TV-14,"dramas, international movies","Amitabh Bachchan, Jaya Bhaduri, Shah Rukh Khan, Kajol, Hrithik Roshan, Kareena Kapoor, Rani Mukerji, Farida Jalal, Himani Shivpuri, Alok Nath",1,7.4,62188.0,1
Kapoor & Sons,Movie,2016,10,1,138.0,0,0,2020,India,comedies,TV-14,"comedies, dramas, international movies","Rishi Kapoor, Sidharth Malhotra, Fawad Khan, Alia Bhatt, Ratna Pathak Shah, Rajat Kapoor",1,7.7,28920.0,1
The Little Vampire,Movie,2017,9,1,83.0,0,0,2020,Netherlands,children & family movies,TV-G,children & family movies,"Matthew Marsh, Rasmus Hardiker, Miriam Margolyes, Tim Pigott-Smith, Alice Krige, Amy Saville, Joseph Kloska, Diane Wilson, Phoebe Givron-Taylor, Jim Carter, Sven De Ridder",1,5.5,2025.0,0
Dave Chappelle: The Kennedy Center Mark Twain Prize for American Humor,Movie,2020,6,1,85.0,0,1,2020,United States,stand-up comedy,TV-MA,stand-up comedy,,0,7.4,2524.0,0
Indian Horse,Movie,2017,9,1,101.0,0,0,2020,Canada,dramas,TV-MA,"dramas, independent movies, sports movies","Sladen Peltier, Forrest Goodluck, Ajuawak Kapashesit, Martin Donovan, Michael Murphy, Michiel Huisman, Edna Manitowabi, Michael Lawrenchuk, Will Strongheart, Tristen Marty-Pahtaykan, Vance Banzo",1,7.3,2739.0,0
Happy!,TV Show,2019,7,1,2.0,1,1,2020,United States,crime tv shows,TV-MA,"crime tv shows, tv action & adventure, tv comedies","Christopher Meloni, Lili Mirojnick, Glenn Wein, Patrick Fischler, Toby Jaffe, Ritchie Coster, Grant Morrison, Pavun Shetty, Medina Senghore, Patton Oswalt",1,6.3,5646.0,0
There's Something in the Water,Movie,2019,7,1,72.0,0,0,2020,Canada,documentaries,TV-14,"documentaries, international movies",Ellen Page,1,6.7,487.0,0
Happy Old Year,Movie,2019,7,1,113.0,0,0,2020,Thailand,dramas,TV-MA,"dramas, international movies, romantic movies","Chutimon Chuengcharoensukying, Sunny Suwanmethanont, Sarika Sartsilpsupa, Thirawat Ngosawang, Apasiri Nitibhon, Patcha Kitchaicharoen",1,7.2,2950.0,0
Making Unorthodox,Movie,2020,6,1,21.0,0,0,2020,Germany,documentaries,TV-G,"documentaries, international movies",,0,6.7,200.0,0
Tom Segura: Ball Hog,Movie,2020,6,1,70.0,0,1,2020,United States,stand-up comedy,TV-MA,stand-up comedy,Tom Segura,1,7.3,4012.0,0
Freud,TV Show,2020,6,1,1.0,1,0,2020,Austria,crime tv shows,TV-MA,"crime tv shows, international tv shows, tv dramas","Robert Finster, Ella Rumpf, Georg Friedrich, Christoph Krutzler, Brigitte Kren, Anja Kling, Philipp Hochmair",0,6.5,13724.0,1
El silencio es bienvenido,Movie,2017,9,1,95.0,0,0,2020,Mexico,dramas,TV-14,"dramas, independent movies, international movies","Eileen Yáñez, Jorge Luis Moreno, Daniela Newton, Andrea Newton, Luis Eduardo Yee, Enrique Medina, Roberto Fiesco",0,5.0,127.0,0
